orderId,productId,currency,quantity,shippingCost,amount,channel,channelGroup,campaign,dateTime
efe71ea9-4c1a-399b-90fd-79c8485c6999,prod1524#prod100051005075,SEK,1,0,11158.56,google,sem,row_branded_search,2023-02-02T15:42:22Z
ef9fc30e-41f6-3649-9613-4681065a91de,prod1538#prod102051009105,SEK,1,585.024,9014.322,direct,direct,"",2023-02-02T15:36:42Z
ef9fc30e-41f6-3649-9613-4681065a91de,prod1640#prod110001009105,SEK,1,687.156,10587.339,direct,direct,"",2023-02-02T15:36:42Z
efc90cfe-c185-347f-9ac3-851eee49ce22,prod3149#prod102081002085,SEK,1,0,13145.79,direct,referral,"",2023-02-02T15:40:02Z
eff56728-d67a-3dbe-a63a-81a9206e797c,prod1565#prod106031003090,SEK,1,914.046,9103.911,direct,email,"",2023-02-02T06:40:35Z
efc7cfa9-d717-3a66-839a-5b9560c796dd,prod1540#prod103011001090,SEK,1,0,9487.227,direct,direct,"",2023-02-02T04:38:12Z
efc7cfa9-d717-3a66-839a-5b9560c796dd,prod1585#prod500001015090,SEK,1,0,1532.184,direct,direct,"",2023-02-02T04:38:12Z
eff5612d-8ea3-3f76-8e7c-b5df66266d38,prod1522#prod100031003100,SEK,1,0,9652.365,google,sem,de_branded_search,2023-02-02T22:50:45Z
eff5612d-8ea3-3f76-8e7c-b5df66266d38,prod1565#prod106031003105,SEK,1,0,15094.845,google,sem,de_branded_search,2023-02-02T22:50:45Z
ef453567-e6b8-3417-b4f9-cb6c3eae2087,prod1524#prod100051005070,SEK,1,0,9161.64,direct,direct,"",2023-02-02T12:44:24Z
ef4d6786-b7dc-3101-ae99-e11ce544bad3,prod1538#prod102051009105,SEK,1,0,11831.211,direct,direct,"",2023-02-02T15:27:35Z
efe1b1dc-5419-39bc-9ac9-259922c8eb40,prod1564#prod106021002100,SEK,1,0,5478.708,google,organic,"",2023-02-02T15:30:59Z
efed525d-2ea0-37c2-913b-e696d3e2fe7b,prod1538#prod102051009085,SEK,1,0,7417.98,google,sem,nl_branded_search,2023-02-02T20:06:25Z
efed525d-2ea0-37c2-913b-e696d3e2fe7b,prod1585#prod500001015080,SEK,1,0,2135.154,google,sem,nl_branded_search,2023-02-02T20:06:25Z
efcf619b-5119-3bbc-a700-a74af6e2b4e1,prod1520#prod100011001095,SEK,1,0,7031.85,direct,direct,"",2023-02-02T12:55:05Z
efe07039-7249-3cb0-ab7a-90af9fe90204,prod1521#prod100021002130,SEK,1,0,7161.162,google,sem,fr_pmax,2023-02-02T22:07:07Z
efb92d88-858b-37ae-b43e-904cb7985d36,prod2306#prod102061000095,SEK,1,0,15023.76,direct,direct,"",2023-02-02T03:38:24Z
ef80d9bc-ff52-389c-a930-317060293afa,prod3161#prod112031058090,SEK,1,0,14125.218,direct,direct,"",2023-02-03T12:28:38Z
ef2fd8c7-acc7-3731-8a3c-7c53ce14f96e,prod2329#prod100121010075,SEK,1,0,12915.036,google,sem,row_branded_search,2023-02-03T20:53:08Z
ef2fd8c7-acc7-3731-8a3c-7c53ce14f96e,prod3143#prod101141010075,SEK,1,0,11965.212,google,sem,row_branded_search,2023-02-03T20:53:08Z
efe41528-56f6-3221-91dd-efdee4c2e921,prod1520#prod100011001080,SEK,1,0,10819.875,google,sem,kr_pmax,2023-02-03T18:50:49Z
ef160faf-0b2b-36a7-80bc-bb6b147489b5,prod1520#prod100011001080,SEK,1,0,6470.715,direct,email,"",2023-02-03T19:10:57Z
ef160faf-0b2b-36a7-80bc-bb6b147489b5,prod1528#prod101011001080,SEK,1,0,11019.438,direct,email,"",2023-02-03T19:10:57Z
ef18f930-4ee4-3fb0-b3c7-583bcec3ecf3,prod1519#prod100001000115,SEK,1,0,12457.146,google,sem,kr_pmax,2023-02-03T23:39:27Z
ef18f930-4ee4-3fb0-b3c7-583bcec3ecf3,prod1585#prod500001015120,SEK,1,0,945.117,google,sem,kr_pmax,2023-02-03T23:39:27Z
ef0eaf4c-887a-3415-8867-130900e56247,prod2305#prod101101000095,SEK,1,1519.245,10877.793,google,organic,"",2023-02-03T18:54:24Z
efe5bd9d-daa8-3481-bbd2-476501658f2b,prod1528#prod101011001120,SEK,1,0,8114.907,direct,direct,"",2023-02-03T17:54:11Z
ef9fb8d3-bcf9-3519-b6fd-5225fae7cf32,prod3176#prod113131067090,SEK,1,0,11563.05,google,sem,nl_branded_search,2023-02-03T21:15:42Z
efe6e921-bd55-37f5-b5f3-472a00e2e5ba,prod2276#prod501131002204,SEK,1,188.4,3749.16,google,organic,"",2023-02-03T18:36:42Z
ef7e4af4-4db3-3150-8214-3475ffea5e84,prod1585#prod500001015080,SEK,1,0,722.16,google,organic,"",2023-02-03T21:38:08Z
efbcdbfd-1f13-3bf5-823a-dc60bb01e89e,prod1519#prod100001000100,SEK,1,499.059,4970.652,google,sem,row_branded_search,2023-02-03T21:15:38Z
ef273a0e-8c60-3bc7-8258-8b9cb39d3de9,prod1560#prod105031003110,SEK,1,0,12208.35,google,organic,"",2023-02-03T22:02:47Z
ef75a41c-d7ce-3385-a9e8-592af23f56be,prod2277#prod501141003202,SEK,1,129.6,2579.04,google,sem,se_branded_search,2023-02-03T09:08:25Z
efcd861b-3909-3c5d-9508-c94a8bdab467,prod1585#prod500001015080,SEK,1,0,574.941,google,organic,"",2023-02-04T16:48:16Z
efcd861b-3909-3c5d-9508-c94a8bdab467,prod2303#prod100111000085,SEK,1,0,9880.467,google,organic,"",2023-02-04T16:48:16Z
ef59cc39-508f-34b6-8731-2e5fac209f41,prod1520#prod100011001105,SEK,1,0,17118.642,google,sem,nl_branded_search,2023-02-04T04:36:06Z
efabd0e5-c320-3fea-ace7-8520391c3ba7,prod3149#prod102081002080,SEK,1,0,9894.492,direct,direct,"",2023-02-04T18:36:39Z
ef5b9392-bfba-3e92-9b3a-5357b54b1300,prod2306#prod102061000105,SEK,1,0,13880.763,google,organic,"",2023-02-04T20:30:46Z
eff12f1f-c37d-3cab-8cac-359a6e6552c9,prod1594#prod115001005060,SEK,1,0,12773.376,direct,email,"",2023-02-04T19:06:32Z
ef26b32b-0309-3388-873f-e96c688b93cc,prod2302#prod100101003100,SEK,1,0,13878.216,direct,direct,"",2023-02-04T17:17:13Z
ef9151cf-4938-39b9-87c2-7cc9d8d5f1e0,prod1594#prod115001005080,SEK,1,0,11263.977,direct,email,"",2023-02-04T16:33:35Z
ef27f590-b1a7-3328-af31-a3aeb0a774f1,prod3212#prod115031007130,SEK,1,0,6397.32,direct,direct,"",2023-02-04T10:51:12Z
ef699652-14e8-372f-a6c6-d29a44fe5731,prod1543#prod103041004095,SEK,1,0,8855.247,google,organic,"",2023-02-04T14:00:40Z
ef8f2385-1c47-37db-8991-f6186a173981,prod2284#prod113061003110,SEK,1,0,5410.44,google,sem,se_pmax,2023-02-04T14:47:23Z
ef0cc10d-c7d5-3af5-b1c8-a237bee30447,prod1524#prod100051005115,SEK,1,0,15326.784,google,sem,nl_branded_search,2023-02-04T05:47:57Z
ef0cc10d-c7d5-3af5-b1c8-a237bee30447,prod1531#prod101041004115,SEK,1,0,14952.96,google,sem,nl_branded_search,2023-02-04T05:47:57Z
ef0cc10d-c7d5-3af5-b1c8-a237bee30447,prod1585#prod500001015110,SEK,2,0,1223.163,google,sem,nl_branded_search,2023-02-04T05:47:57Z
ef772234-1b10-380d-afa8-862c114164bf,prod2274#prod501111000202,SEK,1,0,4593.6,google,sem,kr_pmax,2023-02-04T09:02Z
efaf4ada-7e65-3c67-986c-20e4b712f235,prod2293#prod500011014070,SEK,1,0,1187.184,direct,email,"",2023-02-04T21:15:31Z
efdd66d5-a352-3108-88c8-ba941511c707,prod1594#prod115001005070,SEK,1,0,8933.499,direct,email,"",2023-02-04T21:10:48Z
ef18e32b-b4f2-3024-8181-2564d9201251,prod1640#prod110001009080,SEK,1,0,11892.516,facebook,social_ppc,WW - Designer Brands - Retargeting - DPA,2023-02-04T22:58:24Z
ef18e32b-b4f2-3024-8181-2564d9201251,prod2988#prod502021015300,SEK,1,0,930.756,facebook,social_ppc,WW - Designer Brands - Retargeting - DPA,2023-02-04T22:58:24Z
ef9b45fb-e91f-3151-8f33-d6fc1c9a63e3,prod2281#prod100091003085,SEK,1,0,9121.572,direct,referral,"",2023-02-04T16:12:53Z
ef27a4be-8e16-3375-8cf4-23be8dbb67e4,prod1640#prod110001009100,SEK,1,0,14088.48,direct,direct,"",2023-02-04T06:55:10Z
efc4d39e-a845-318c-bb44-90743243100e,prod1524#prod100051005105,SEK,1,363.66,5789.466,google,sem,uk_branded_search,2023-02-04T12:29:04Z
efc4d39e-a845-318c-bb44-90743243100e,prod1526#prod100071007105,SEK,1,827.805,13178.655,google,sem,uk_branded_search,2023-02-04T12:29:04Z
ef2ee0f8-4188-3780-90e8-6591a7ed370b,prod1572#prod108001000110,SEK,1,0,13283.319,direct,direct,"",2023-02-04T00:49:41Z
ef2ee0f8-4188-3780-90e8-6591a7ed370b,prod1585#prod500001015110,SEK,1,0,1780.833,direct,direct,"",2023-02-04T00:49:41Z
ef0cc153-96ad-3907-a15f-6c4b02f2e6b2,prod1594#prod115001005085,SEK,1,0,6060.72,direct,direct,"",2023-02-04T16:07:45Z
ef045aca-5cf0-36ae-8c80-486b11b92f3c,prod1522#prod100031003060,SEK,1,436.341,8624.157,direct,sem,"",2023-02-04T08:41:58Z
ef045aca-5cf0-36ae-8c80-486b11b92f3c,prod1585#prod500001015060,SEK,1,41.052,811.377,direct,sem,"",2023-02-04T08:41:58Z
ef045aca-5cf0-36ae-8c80-486b11b92f3c,prod3214#prod117021007065,SEK,1,351.903,6954.876,direct,sem,"",2023-02-04T08:41:58Z
ef6b6246-8cd7-31ec-8b28-b169587a49b6,prod2306#prod102061000075,SEK,1,1093.029,8369.535,google,organic,"",2023-02-04T00:58:16Z
ef6b6246-8cd7-31ec-8b28-b169587a49b6,prod2988#prod502021015300,SEK,1,86.559,662.739,google,organic,"",2023-02-04T00:58:16Z
ef36df55-800f-331b-bee4-645b58898539,prod2301#prod114111010090,SEK,1,0,5303.232,google,sem,nl_branded_search,2023-02-04T15:48:14Z
ef334058-8dcb-32a2-ba7c-aff914de4404,prod3214#prod117021007090,SEK,1,0,15601.68,google,sem,se_branded_search,2023-02-04T11:19:13Z
efb5c052-72f0-3166-8d76-38a4bb55bb2d,prod1594#prod115001005080,SEK,1,0,10963.641,direct,direct,"",2023-02-04T15:26:49Z
ef562025-55f8-34e7-876d-b1278b3d1800,prod1524#prod100051005095,SEK,1,0,6766.44,direct,direct,"",2023-02-04T20:08:20Z
ef562025-55f8-34e7-876d-b1278b3d1800,prod1585#prod500001015090,SEK,1,0,630.12,direct,direct,"",2023-02-04T20:08:20Z
efe69888-59f2-3710-953d-f0a97ee7f04a,prod1564#prod106021002110,SEK,1,0,21898.8,google,sem,kr_pmax,2023-02-05T03:56:50Z
ef1f3bc0-0603-3617-890b-fe79bcea6e9d,prod3161#prod112031058100,SEK,1,0,5523.513,google,sem,de_branded_search,2023-02-05T09:58:03Z
ef084522-e312-3286-9a1a-45b4cd970090,prod2284#prod113061003090,SEK,1,146.4,3791.76,direct,referral,"",2023-02-05T11:11:18Z
ef9d9000-92d9-3884-a16e-364199d02b6a,prod1585#prod500001015070,SEK,1,0,984.12,direct,direct,"",2023-02-05T17:29:13Z
ef9d9000-92d9-3884-a16e-364199d02b6a,prod2306#prod102061000075,SEK,1,0,7964.04,direct,direct,"",2023-02-05T17:29:13Z
ef9613fe-7e56-33b7-b68e-5e84e76f8683,prod1533#prod102001000095,SEK,1,0,7943.598,google,sem,de_branded_search,2023-02-05T16:59:34Z
eff2bd3d-4ae8-3deb-9fc6-5a26a8686eaf,prod3146#prod100141002100,SEK,1,0,6339.486,google,organic,"",2023-02-05T09:07:39Z
efff45a5-8f62-3425-8703-c7176e1953d6,prod1524#prod100051005075,SEK,1,0,4610.76,google,organic,"",2023-02-05T12:27:07Z
ef5fd8a7-2e96-3b78-83bd-18f0c64dd76e,prod1524#prod100051005060,SEK,1,0,8801.856,direct,direct,"",2023-02-05T14:19:25Z
ef5fd8a7-2e96-3b78-83bd-18f0c64dd76e,prod1526#prod100071007060,SEK,1,0,10910.634,direct,direct,"",2023-02-05T14:19:25Z
ef5fd8a7-2e96-3b78-83bd-18f0c64dd76e,prod1585#prod500001015060,SEK,1,0,1563.633,direct,direct,"",2023-02-05T14:19:25Z
effefa03-d2df-344e-ab92-78fdd30d5b57,prod1531#prod101041004065,SEK,1,0,13320.3,bing,organic,"",2023-02-05T20:58:15Z
effefa03-d2df-344e-ab92-78fdd30d5b57,prod1585#prod500001015060,SEK,1,0,714.753,bing,organic,"",2023-02-05T20:58:15Z
ef1d9f74-f98f-358c-b1d8-8b9be23fafd4,prod1585#prod500001015110,SEK,1,0,1139.88,google,sem,se_branded_search,2023-02-05T06:42:10Z
efa2886c-1c8b-3d9f-95c0-3ac556748b48,prod2183#prod501071018201,SEK,1,0,3714.534,google,organic,"",2023-02-05T12:10:15Z
efa2886c-1c8b-3d9f-95c0-3ac556748b48,prod2274#prod501111000201,SEK,1,0,2659.038,google,organic,"",2023-02-05T12:10:15Z
efbd8e47-9138-301f-892f-556db3bc7415,prod2302#prod100101003110,SEK,1,1606.971,11505.921,direct,direct,"",2023-02-05T18:41:22Z
efc0e459-9a4e-3d35-b3be-d1aa00c0d3b5,prod1585#prod500001015100,SEK,1,74.67,654.066,google,sem,uk_pmax,2023-02-05T16:37:48Z
efc0e459-9a4e-3d35-b3be-d1aa00c0d3b5,prod2281#prod100091003100,SEK,1,640.44,5610.306,google,sem,uk_pmax,2023-02-05T16:37:48Z
ef85ed7f-5d53-3709-b5ab-e0fdd49fdb91,prod3212#prod115031007100,SEK,1,0,8613.411,google,sem,nl_pmax,2023-02-05T09:29:16Z
ef7a69e5-0656-3837-8f74-0b2a36fb361c,prod2330#prod117001005095,SEK,1,1578.78,15093.135,direct,direct,"",2023-02-05T10:23:18Z
ef36453b-c6d6-3a1f-b570-299fac9a50bd,prod1520#prod100011001070,SEK,1,0,15586.62,direct,direct,"",2023-02-05T18:01:51Z
ef7141e1-fe84-380a-be4e-e17aebac518b,prod1562#prod106001000115,SEK,1,0,8855.616,direct,direct,"",2023-02-05T13:19:54Z
efd7dec0-df0b-35dd-9850-57db642d410f,prod1574#prod108021002060,SEK,1,0,6904.239,google,sem,de_branded_search,2023-02-05T18:42Z
ef4aec8b-11da-32f3-baf3-e98fd55a0984,prod1528#prod101011001050,SEK,1,0,12344.208,google,sem,kr_pmax,2023-02-05T20:34:54Z
ef4aec8b-11da-32f3-baf3-e98fd55a0984,prod1533#prod102001000050,SEK,1,0,9624.297,google,sem,kr_pmax,2023-02-05T20:34:54Z
ef0b1233-161c-3c5e-b233-4afb38e5c003,prod1526#prod100071007075,SEK,1,0,4326.33,direct,referral,"",2023-02-05T14:21:57Z
ef133bdb-658d-3b4d-84f5-e3c8522c3187,prod1519#prod100001000090,SEK,1,0,9101.244,direct,direct,"",2023-02-05T12:52:02Z
efaa2873-e3bd-3251-bdee-edba5382b8c1,prod2277#prod501141003204,SEK,1,0,6643.35,facebook,social_organic,"",2023-02-05T17:06:13Z
ef583add-9c15-38b3-be4e-8d3619551b48,prod1562#prod106001000095,SEK,1,0,11741.109,direct,social_ppc,"",2023-02-05T14:52:36Z
ef643385-16c0-3ae8-b611-279df7330989,prod3146#prod100141002090,SEK,1,0,12469.296,direct,direct,"",2023-02-05T15:08:07Z
ef724267-66ed-3170-a5e3-380330a9c628,prod3143#prod101141010070,SEK,1,0,9188.172,google,sem,row_branded_search,2023-02-05T19:07:50Z
ef24090a-0afd-344e-88ae-7fc53f1cea0d,prod3161#prod112031058080,SEK,1,0,14018.4,google,organic,"",2023-02-05T02:31:01Z
efcd861b-3909-3c5d-9508-c94a8bdab467,prod1585#prod500001015080,SEK,1,0,574.941,google,organic,"",2023-02-07T16:48:16Z
efcd861b-3909-3c5d-9508-c94a8bdab467,prod2303#prod100111000085,SEK,1,0,9880.467,google,organic,"",2023-02-07T16:48:16Z
ef59cc39-508f-34b6-8731-2e5fac209f41,prod1520#prod100011001105,SEK,1,0,17118.642,google,sem,nl_branded_search,2023-02-07T04:36:06Z
efabd0e5-c320-3fea-ace7-8520391c3ba7,prod3149#prod102081002080,SEK,1,0,9894.492,direct,direct,"",2023-02-07T18:36:39Z
ef5b9392-bfba-3e92-9b3a-5357b54b1300,prod2306#prod102061000105,SEK,1,0,13880.763,google,organic,"",2023-02-07T20:30:46Z
eff12f1f-c37d-3cab-8cac-359a6e6552c9,prod1594#prod115001005060,SEK,1,0,12773.376,direct,email,"",2023-02-07T19:06:32Z
ef26b32b-0309-3388-873f-e96c688b93cc,prod2302#prod100101003100,SEK,1,0,13878.216,direct,direct,"",2023-02-07T17:17:13Z
ef9151cf-4938-39b9-87c2-7cc9d8d5f1e0,prod1594#prod115001005080,SEK,1,0,11263.977,direct,email,"",2023-02-07T16:33:35Z
ef27f590-b1a7-3328-af31-a3aeb0a774f1,prod3212#prod115031007130,SEK,1,0,6397.32,direct,direct,"",2023-02-07T10:51:12Z
ef699652-14e8-372f-a6c6-d29a44fe5731,prod1543#prod103041004095,SEK,1,0,8855.247,google,organic,"",2023-02-07T14:00:40Z
ef8f2385-1c47-37db-8991-f6186a173981,prod2284#prod113061003110,SEK,1,0,5410.44,google,sem,se_pmax,2023-02-07T14:47:23Z
ef0cc10d-c7d5-3af5-b1c8-a237bee30447,prod1524#prod100051005115,SEK,1,0,15326.784,google,sem,nl_branded_search,2023-02-07T05:47:57Z
ef0cc10d-c7d5-3af5-b1c8-a237bee30447,prod1531#prod101041004115,SEK,1,0,14952.96,google,sem,nl_branded_search,2023-02-07T05:47:57Z
ef0cc10d-c7d5-3af5-b1c8-a237bee30447,prod1585#prod500001015110,SEK,2,0,1223.163,google,sem,nl_branded_search,2023-02-07T05:47:57Z
ef772234-1b10-380d-afa8-862c114164bf,prod2274#prod501111000202,SEK,1,0,4593.6,google,sem,kr_pmax,2023-02-07T09:02Z
efaf4ada-7e65-3c67-986c-20e4b712f235,prod2293#prod500011014070,SEK,1,0,1187.184,direct,email,"",2023-02-07T21:15:31Z
efdd66d5-a352-3108-88c8-ba941511c707,prod1594#prod115001005070,SEK,1,0,8933.499,direct,email,"",2023-02-07T21:10:48Z
ef18e32b-b4f2-3024-8181-2564d9201251,prod1640#prod110001009080,SEK,1,0,11892.516,facebook,social_ppc,WW - Designer Brands - Retargeting - DPA,2023-02-07T22:58:24Z
ef18e32b-b4f2-3024-8181-2564d9201251,prod2988#prod502021015300,SEK,1,0,930.756,facebook,social_ppc,WW - Designer Brands - Retargeting - DPA,2023-02-07T22:58:24Z
ef9b45fb-e91f-3151-8f33-d6fc1c9a63e3,prod2281#prod100091003085,SEK,1,0,9121.572,direct,referral,"",2023-02-07T16:12:53Z
ef27a4be-8e16-3375-8cf4-23be8dbb67e4,prod1640#prod110001009100,SEK,1,0,14088.48,direct,direct,"",2023-02-07T06:55:10Z
efc4d39e-a845-318c-bb44-90743243100e,prod1524#prod100051005105,SEK,1,363.66,5789.466,google,sem,uk_branded_search,2023-02-07T12:29:04Z
efc4d39e-a845-318c-bb44-90743243100e,prod1526#prod100071007105,SEK,1,827.805,13178.655,google,sem,uk_branded_search,2023-02-07T12:29:04Z
ef2ee0f8-4188-3780-90e8-6591a7ed370b,prod1572#prod108001000110,SEK,1,0,13283.319,direct,direct,"",2023-02-07T00:49:41Z
ef2ee0f8-4188-3780-90e8-6591a7ed370b,prod1585#prod500001015110,SEK,1,0,1780.833,direct,direct,"",2023-02-07T00:49:41Z
ef0cc153-96ad-3907-a15f-6c4b02f2e6b2,prod1594#prod115001005085,SEK,1,0,6060.72,direct,direct,"",2023-02-07T16:07:45Z
ef045aca-5cf0-36ae-8c80-486b11b92f3c,prod1522#prod100031003060,SEK,1,436.341,8624.157,direct,sem,"",2023-02-07T08:41:58Z
ef045aca-5cf0-36ae-8c80-486b11b92f3c,prod1585#prod500001015060,SEK,1,41.052,811.377,direct,sem,"",2023-02-07T08:41:58Z
ef045aca-5cf0-36ae-8c80-486b11b92f3c,prod3214#prod117021007065,SEK,1,351.903,6954.876,direct,sem,"",2023-02-07T08:41:58Z
ef6b6246-8cd7-31ec-8b28-b169587a49b6,prod2306#prod102061000075,SEK,1,1093.029,8369.535,google,organic,"",2023-02-07T00:58:16Z
ef6b6246-8cd7-31ec-8b28-b169587a49b6,prod2988#prod502021015300,SEK,1,86.559,662.739,google,organic,"",2023-02-07T00:58:16Z
ef36df55-800f-331b-bee4-645b58898539,prod2301#prod114111010090,SEK,1,0,5303.232,google,sem,nl_branded_search,2023-02-07T15:48:14Z
ef334058-8dcb-32a2-ba7c-aff914de4404,prod3214#prod117021007090,SEK,1,0,15601.68,google,sem,se_branded_search,2023-02-07T11:19:13Z
efb5c052-72f0-3166-8d76-38a4bb55bb2d,prod1594#prod115001005080,SEK,1,0,10963.641,direct,direct,"",2023-02-07T15:26:49Z
ef562025-55f8-34e7-876d-b1278b3d1800,prod1524#prod100051005095,SEK,1,0,6766.44,direct,direct,"",2023-02-07T20:08:20Z
ef562025-55f8-34e7-876d-b1278b3d1800,prod1585#prod500001015090,SEK,1,0,630.12,direct,direct,"",2023-02-07T20:08:20Z
efe69888-59f2-3710-953d-f0a97ee7f04a,prod1564#prod106021002110,SEK,1,0,21898.8,google,sem,kr_pmax,2023-02-08T03:56:50Z
ef1f3bc0-0603-3617-890b-fe79bcea6e9d,prod3161#prod112031058100,SEK,1,0,5523.513,google,sem,de_branded_search,2023-02-08T09:58:03Z
ef084522-e312-3286-9a1a-45b4cd970090,prod2284#prod113061003090,SEK,1,146.4,3791.76,direct,referral,"",2023-02-08T11:11:18Z
ef9d9000-92d9-3884-a16e-364199d02b6a,prod1585#prod500001015070,SEK,1,0,984.12,direct,direct,"",2023-02-08T17:29:13Z
ef9d9000-92d9-3884-a16e-364199d02b6a,prod2306#prod102061000075,SEK,1,0,7964.04,direct,direct,"",2023-02-08T17:29:13Z
ef9613fe-7e56-33b7-b68e-5e84e76f8683,prod1533#prod102001000095,SEK,1,0,7943.598,google,sem,de_branded_search,2023-02-08T16:59:34Z
eff2bd3d-4ae8-3deb-9fc6-5a26a8686eaf,prod3146#prod100141002100,SEK,1,0,6339.486,google,organic,"",2023-02-08T09:07:39Z
efff45a5-8f62-3425-8703-c7176e1953d6,prod1524#prod100051005075,SEK,1,0,4610.76,google,organic,"",2023-02-08T12:27:07Z
ef5fd8a7-2e96-3b78-83bd-18f0c64dd76e,prod1524#prod100051005060,SEK,1,0,8801.856,direct,direct,"",2023-02-08T14:19:25Z
ef5fd8a7-2e96-3b78-83bd-18f0c64dd76e,prod1526#prod100071007060,SEK,1,0,10910.634,direct,direct,"",2023-02-08T14:19:25Z
ef5fd8a7-2e96-3b78-83bd-18f0c64dd76e,prod1585#prod500001015060,SEK,1,0,1563.633,direct,direct,"",2023-02-08T14:19:25Z
effefa03-d2df-344e-ab92-78fdd30d5b57,prod1531#prod101041004065,SEK,1,0,13320.3,bing,organic,"",2023-02-08T20:58:15Z
effefa03-d2df-344e-ab92-78fdd30d5b57,prod1585#prod500001015060,SEK,1,0,714.753,bing,organic,"",2023-02-08T20:58:15Z
ef1d9f74-f98f-358c-b1d8-8b9be23fafd4,prod1585#prod500001015110,SEK,1,0,1139.88,google,sem,se_branded_search,2023-02-08T06:42:10Z
efa2886c-1c8b-3d9f-95c0-3ac556748b48,prod2183#prod501071018201,SEK,1,0,3714.534,google,organic,"",2023-02-08T12:10:15Z
efa2886c-1c8b-3d9f-95c0-3ac556748b48,prod2274#prod501111000201,SEK,1,0,2659.038,google,organic,"",2023-02-08T12:10:15Z
efbd8e47-9138-301f-892f-556db3bc7415,prod2302#prod100101003110,SEK,1,1606.971,11505.921,direct,direct,"",2023-02-08T18:41:22Z
efc0e459-9a4e-3d35-b3be-d1aa00c0d3b5,prod1585#prod500001015100,SEK,1,74.67,654.066,google,sem,uk_pmax,2023-02-08T16:37:48Z
efc0e459-9a4e-3d35-b3be-d1aa00c0d3b5,prod2281#prod100091003100,SEK,1,640.44,5610.306,google,sem,uk_pmax,2023-02-08T16:37:48Z
ef85ed7f-5d53-3709-b5ab-e0fdd49fdb91,prod3212#prod115031007100,SEK,1,0,8613.411,google,sem,nl_pmax,2023-02-08T09:29:16Z
ef7a69e5-0656-3837-8f74-0b2a36fb361c,prod2330#prod117001005095,SEK,1,1578.78,15093.135,direct,direct,"",2023-02-08T10:23:18Z
ef36453b-c6d6-3a1f-b570-299fac9a50bd,prod1520#prod100011001070,SEK,1,0,15586.62,direct,direct,"",2023-02-08T18:01:51Z
ef7141e1-fe84-380a-be4e-e17aebac518b,prod1562#prod106001000115,SEK,1,0,8855.616,direct,direct,"",2023-02-08T13:19:54Z
efd7dec0-df0b-35dd-9850-57db642d410f,prod1574#prod108021002060,SEK,1,0,6904.239,google,sem,de_branded_search,2023-02-08T18:42Z
